id,fold_0,initial_0,final_0,fold_1,initial_1,final_1,fold_2,initial_2,final_2,fold_3,initial_3,final_3,fold_4,initial_4,final_4,toxic_pred
3128,train,0.007720546,0.019160725,train,0.032706607,0.01808928,train,0.017486908,0.02118271,valid,0.020164903,0.020496963,train,0.020229544,0.015239947,0.018833924
3129,train,0.09361969,0.25430396,train,0.08041478,0.1525807,train,0.095096834,0.09770224,valid,0.1498973,0.18586606,train,0.1910586,0.11222044,0.1605347
3130,train,0.04258518,0.033380844,valid,0.045947425,0.033607103,train,0.129954,0.06464084,train,0.058405712,0.06470428,train,0.049704168,0.042474188,0.047761448
3131,train,0.2131099,0.3062546,train,0.37498823,0.30280092,train,0.19498658,0.11798175,valid,0.114118375,0.16965505,train,0.16521811,0.13979895,0.20729825
3132,train,0.083871596,0.13370125,train,0.11014402,0.082766496,valid,0.025545347,0.012529761,train,0.06437792,0.08225456,train,0.025029749,0.024920888,0.06723459
3133,train,0.017488627,0.04405665,train,0.18118493,0.12921402,train,0.062538035,0.03667586,valid,0.02694651,0.049588732,train,0.12561353,0.109844625,0.07387598
3134,train,0.030770196,0.08161576,valid,0.04448335,0.037571486,train,0.039144006,0.05464787,train,0.018259084,0.026141556,train,0.17366207,0.1327238,0.0665401
3135,train,0.05751107,0.0449327,train,0.037000805,0.052021183,valid,0.15000352,0.061754007,train,0.0436689,0.044076003,train,0.04427169,0.028381504,0.046233077
3136,train,0.08102344,0.116032965,valid,0.13988207,0.097710125,train,0.13307694,0.080808066,train,0.063227884,0.09899733,train,0.06757092,0.04383797,0.08747729
3137,train,0.10822471,0.19375162,train,0.21773046,0.3724905,valid,0.3079128,0.22530565,train,0.10337936,0.16566922,train,0.41409782,0.37493202,0.2664298
3138,train,0.10353398,0.10468744,train,0.11326245,0.20325316,train,0.19819967,0.12524104,valid,0.15001754,0.13433485,train,0.1267539,0.088546306,0.13121256
3139,train,0.27508825,0.29777706,train,0.16808021,0.24385811,valid,0.13523352,0.08790023,train,0.09194938,0.08758248,train,0.275079,0.20766492,0.18495655
3140,train,0.118931584,0.14670463,train,0.105165474,0.12082039,train,0.040493652,0.052078333,valid,0.056388587,0.061079003,train,0.13013534,0.093845926,0.09490566
3141,train,0.16272274,0.15244016,valid,0.044772938,0.066202,train,0.23630601,0.21806104,train,0.09251259,0.107086115,train,0.22269781,0.19250748,0.14725935
3142,train,0.085496046,0.19137175,train,0.15861163,0.15431887,train,0.08500281,0.052680206,train,0.10546114,0.19444084,valid,0.17140837,0.16121641,0.15080562
3143,valid,0.040893137,0.067629494,train,0.1193858,0.10642163,train,0.0052605304,0.009762339,train,0.025653783,0.033476662,train,0.10219696,0.08508171,0.060474366
3144,train,0.0039340113,0.006551025,train,0.007609542,0.037782133,train,0.022179108,0.030357148,train,0.016889527,0.02368253,valid,0.012458011,0.015076946,0.022689955
3145,train,0.0798026,0.19356576,train,0.4806744,0.44980907,valid,0.35969442,0.2630763,train,0.14275725,0.18804443,train,0.32261205,0.35237458,0.28937402
3146,train,0.08303235,0.16657317,train,0.13673857,0.110353366,train,0.12812738,0.07648663,valid,0.05309147,0.103062004,train,0.07376551,0.07963357,0.107221745
3147,train,0.20135474,0.20025155,train,0.43893105,0.43145713,train,0.48749313,0.31051275,valid,0.27895415,0.3757627,train,0.49969506,0.3354305,0.33068293
3148,train,0.26601067,0.2215581,train,0.07880149,0.11490045,train,0.29730555,0.16497433,train,0.08339004,0.11236885,valid,0.13765123,0.09412853,0.14158605
3149,train,0.05471738,0.116043136,train,0.06503845,0.0887288,train,0.036164686,0.043141015,train,0.03881994,0.044786137,valid,0.0809279,0.07825883,0.074191585
3150,train,0.038433924,0.06956475,train,0.034954432,0.03780374,train,0.012948751,0.016740238,valid,0.045707975,0.043122407,train,0.019628115,0.019779306,0.03740209
3151,train,0.07525031,0.0915192,train,0.15082116,0.12673175,valid,0.35541794,0.2595321,train,0.15833837,0.14901397,train,0.0765564,0.078735165,0.14110644
3152,train,0.07636086,0.120376736,train,0.12788239,0.13968568,train,0.16783619,0.10329965,valid,0.05520506,0.08598757,train,0.076604865,0.060966633,0.10206325
3153,train,0.0868639,0.18263276,train,0.22180651,0.39561284,train,0.12681632,0.1467953,valid,0.17640764,0.1989853,train,0.3593895,0.2504395,0.23489313
3154,train,0.031700213,0.059046946,train,0.016050475,0.05222421,train,0.017543864,0.023262197,valid,0.04085585,0.03953122,train,0.038246743,0.027946573,0.04040223
3155,train,0.013403097,0.018942373,train,0.0135021685,0.018177276,valid,0.020380016,0.020847911,train,0.014980063,0.019505825,train,0.021867687,0.018762704,0.019247219
3156,train,0.50746447,0.64640707,valid,0.22847782,0.5935661,train,0.51463413,0.5536481,train,0.61710846,0.6059702,train,0.5551134,0.5519627,0.5903108
3157,train,0.028954139,0.037829,valid,0.076722324,0.055331696,train,0.08761271,0.04582855,train,0.031234711,0.040419277,train,0.046735004,0.044045847,0.044690873
3158,train,0.19829348,0.18292929,valid,0.09131517,0.19880018,train,0.098329335,0.07391726,train,0.112556,0.1228474,train,0.21689701,0.16210172,0.14811917
3159,train,0.039082337,0.037894435,train,0.022847252,0.023457317,train,0.039689723,0.017423863,train,0.035697084,0.04794618,valid,0.02211725,0.02021272,0.029386904
3160,train,0.05621352,0.1110334,train,0.069043964,0.069873676,train,0.033043947,0.025917266,train,0.030673308,0.05159377,valid,0.0717924,0.07030555,0.065744735
3161,train,0.042670958,0.024765022,train,0.047103554,0.039456256,train,0.037987597,0.025302643,valid,0.03029255,0.030138915,train,0.061330836,0.04792184,0.033516936
3162,train,0.22924149,0.22342926,train,0.29761177,0.2645901,valid,0.103642486,0.08825012,train,0.103692934,0.10111976,train,0.060510114,0.06330511,0.14813888
3163,train,0.08567449,0.1649032,valid,0.12004329,0.11554772,train,0.1430259,0.0912003,train,0.074943244,0.12316528,train,0.12759703,0.12520023,0.124003336
3164,train,0.18962033,0.3283287,train,0.32693312,0.29024878,train,0.3106212,0.24992344,valid,0.088779606,0.15728988,train,0.37314218,0.30483207,0.26612458
3165,train,0.16808133,0.1822027,valid,0.17339148,0.1821552,train,0.11956991,0.07015632,train,0.08755412,0.08615848,train,0.25931555,0.24992314,0.15411916
3166,valid,0.09167574,0.10177369,train,0.12686792,0.1544485,train,0.051019132,0.0393903,train,0.1408403,0.14110292,train,0.29686254,0.22698978,0.13274105
3167,valid,0.018085452,0.04615366,train,0.054111183,0.054780535,train,0.039438125,0.047996763,train,0.04570523,0.056363005,train,0.13042054,0.1114601,0.06335081
3168,train,0.026388984,0.020995704,valid,0.011205238,0.020773996,train,0.028795334,0.011922957,train,0.015350142,0.016387392,train,0.017582756,0.010448414,0.016105691
3169,train,0.01891682,0.017539516,train,0.08466951,0.07527856,train,0.122052334,0.06152381,train,0.06983212,0.07639786,valid,0.055548485,0.03826707,0.053801365
3170,train,0.08736651,0.084192134,valid,0.03499709,0.035239812,train,0.05476221,0.03735145,train,0.026306069,0.038012367,train,0.030726966,0.037814867,0.04652213
3171,train,0.047996186,0.103928775,valid,0.19001715,0.2655781,train,0.03856847,0.06344539,train,0.052831355,0.051816035,train,0.21534131,0.16000696,0.12895505
3172,train,0.07605636,0.14286226,valid,0.05784705,0.05143941,train,0.09307197,0.056292076,train,0.03407978,0.056074645,train,0.058140744,0.0543047,0.07219462
3173,valid,0.13737409,0.20929414,train,0.100608185,0.11722689,train,0.124880366,0.086903416,train,0.06066115,0.102669194,train,0.2422181,0.1992516,0.14306906
3174,train,0.77467597,0.8205094,train,0.7432907,0.84150344,valid,0.85416263,0.8421595,train,0.8629932,0.87354153,train,0.8270427,0.8534927,0.8462413
3175,train,0.11868204,0.14591768,train,0.13894752,0.17710201,valid,0.13283418,0.11097293,train,0.080424,0.10982149,train,0.2725033,0.22954188,0.1546712
3176,train,0.49319732,0.4594828,train,0.2018737,0.16199964,train,0.27129072,0.21381699,valid,0.17798246,0.19546147,train,0.50150687,0.37499464,0.28115112
3177,train,0.038353074,0.08140437,train,0.06511217,0.10309581,train,0.0630914,0.068727694,train,0.07468809,0.07935897,valid,0.17565429,0.10409331,0.08733603
3178,train,0.01850088,0.04816177,valid,0.07140279,0.082408614,train,0.046511564,0.055953335,train,0.047878917,0.06759055,train,0.17066106,0.15136342,0.08109554
3179,valid,0.088927686,0.04624727,train,0.038716547,0.06041018,train,0.081495374,0.05667609,train,0.058235582,0.06236747,train,0.074525006,0.046270784,0.054394357
3180,train,0.47609687,0.49363297,train,0.56348586,0.4711887,train,0.58087707,0.5167445,valid,0.66061467,0.65723294,train,0.5393188,0.55336213,0.53843224
3181,train,0.43887034,0.6662582,train,0.56015015,0.7510394,train,0.69517857,0.75612813,valid,0.6093564,0.6836338,train,0.42133924,0.634004,0.69821274
3182,train,0.094736375,0.13838442,train,0.2509071,0.23910657,valid,0.3239857,0.2951114,train,0.09092895,0.13725163,train,0.15265477,0.10231353,0.18243352
3183,valid,0.059739657,0.11641032,train,0.026726723,0.055299893,train,0.0392096,0.047944963,train,0.13444346,0.10688464,train,0.19584987,0.13167222,0.0916424
3184,train,0.6255607,0.73108095,valid,0.6803013,0.81298196,train,0.7063261,0.6713185,train,0.80562186,0.8704465,train,0.7241509,0.7306251,0.7632906
3185,train,0.7908912,0.885531,valid,0.7859118,0.88479006,train,0.7987658,0.87676734,train,0.9742138,0.97728103,train,0.8774981,0.90892464,0.9066588
3186,valid,0.10848138,0.15267992,train,0.14032815,0.1989626,train,0.11432635,0.060203396,train,0.07056945,0.0799761,train,0.17937486,0.13114786,0.12459397
3187,train,0.20985083,0.18929487,train,0.19753252,0.35401,train,0.3073191,0.21684676,train,0.14889027,0.14167666,valid,0.27947316,0.21045625,0.2224569
3188,train,0.49400482,0.6436753,valid,0.6189516,0.6311554,train,0.65165395,0.63234293,train,0.6075283,0.7547413,train,0.71380943,0.7185602,0.676095
3189,valid,0.24450955,0.2028885,train,0.18524756,0.18491448,train,0.3222045,0.18116044,train,0.2564238,0.24156952,train,0.24207138,0.14148885,0.19040436
3190,train,0.039493933,0.08960594,train,0.13050172,0.2867414,train,0.029873582,0.049038034,valid,0.07103346,0.083802424,train,0.23435,0.14250295,0.13033816
3191,train,0.0881185,0.111706115,train,0.107809246,0.16052082,train,0.14501937,0.09493412,valid,0.11423442,0.12778538,train,0.12876652,0.10659563,0.120308414
3192,train,0.015242428,0.0339808,train,0.026810944,0.042714983,train,0.030055778,0.039550472,train,0.044882018,0.051759522,valid,0.01935882,0.022695657,0.03814029
3193,train,0.10318778,0.18915042,train,0.08144588,0.14310265,valid,0.05072759,0.050094683,train,0.0735552,0.10002637,train,0.1109171,0.09393952,0.11526273
3194,train,0.004538255,0.009717108,train,0.026209611,0.040841043,train,0.11071213,0.10855668,train,0.065657094,0.060353797,valid,0.022351032,0.022380138,0.048369758
3195,valid,0.053878807,0.088846035,train,0.07689718,0.06428486,train,0.14221084,0.08818961,train,0.07769887,0.119075164,train,0.052340407,0.06626542,0.085332215
3196,train,0.07610237,0.06337173,valid,0.058743075,0.042472262,train,0.09213241,0.028470166,train,0.06864974,0.07571183,train,0.07651737,0.05176577,0.05235835
3197,train,0.039158784,0.09759367,train,0.067702614,0.06343992,train,0.031517193,0.029439414,valid,0.03661543,0.0627562,train,0.019847909,0.042297523,0.059105348
3198,train,0.017129103,0.034077767,train,0.029564718,0.031937864,train,0.02829918,0.027768267,valid,0.016242864,0.02014491,train,0.01207264,0.017456809,0.026277125
3199,train,0.05573011,0.09317643,train,0.21772386,0.11973735,train,0.13125265,0.15277745,valid,0.091726445,0.093576126,train,0.14815535,0.12553076,0.11695963
3200,train,0.2374262,0.33973598,valid,0.27286935,0.5699406,train,0.45656487,0.4031417,train,0.15662214,0.20981035,train,0.58227545,0.5228376,0.40909323
3201,train,0.02937007,0.06930091,train,0.1313042,0.10521862,valid,0.06359562,0.04390619,train,0.04122983,0.050283477,train,0.07114908,0.063705996,0.066483036
3202,valid,0.036410127,0.05963202,train,0.06592726,0.07331425,train,0.09716296,0.10119121,train,0.040360093,0.06164465,train,0.057785995,0.061203524,0.071397126
3203,train,0.5988521,0.64813673,valid,0.6637166,0.61942375,train,0.6620245,0.6586189,train,0.2688576,0.24646854,train,0.39162305,0.45553917,0.52563745
3204,train,0.06923432,0.05939266,valid,0.05644475,0.08145362,train,0.06306922,0.047146603,train,0.029041374,0.040953353,train,0.054930124,0.04045571,0.053880386
3205,train,0.6229507,0.6076262,train,0.72237587,0.689468,valid,0.72364926,0.76215255,train,0.6877721,0.7050209,train,0.70101446,0.7161493,0.6960834
3206,valid,0.43229818,0.60655385,train,0.5113798,0.8044254,train,0.5270452,0.57884634,train,0.75265795,0.75297743,train,0.7650864,0.7152589,0.69161236
3207,train,0.06353981,0.06753738,train,0.03742764,0.04374272,valid,0.012250256,0.0084599545,train,0.021148585,0.037284933,train,0.0758404,0.043914918,0.040187977
3208,valid,0.017236412,0.032295305,train,0.03152466,0.06530973,train,0.025755433,0.028378963,train,0.040515542,0.038609523,train,0.028767308,0.02411004,0.03774071
3209,train,0.012020669,0.02422045,train,0.04574011,0.029370524,valid,0.045649245,0.031017298,train,0.018811023,0.030992417,train,0.02708902,0.026605442,0.028441226
3210,train,0.34276065,0.52294827,valid,0.62873983,0.79409367,train,0.40937254,0.3834823,train,0.23480648,0.24780211,train,0.47030178,0.45504376,0.48067403
3211,train,0.07258666,0.07842185,valid,0.35673222,0.3010927,train,0.30360097,0.30570734,train,0.0755077,0.084563464,train,0.1589791,0.15465564,0.18488821
3212,train,0.012391077,0.036556717,valid,0.028534634,0.04089876,train,0.010257671,0.015029008,train,0.031715013,0.031885568,train,0.08807307,0.0734018,0.03955437
3213,train,0.18538728,0.27793232,train,0.37089318,0.6438741,train,0.31702065,0.38843197,train,0.38879672,0.4470349,valid,0.3503555,0.25847843,0.40315032
3214,train,0.15803774,0.20417733,valid,0.126712,0.2149664,train,0.2415713,0.16163102,train,0.06719321,0.080328435,train,0.32833415,0.24468824,0.1811583
3215,train,0.03736725,0.09054866,valid,0.111281574,0.10907874,train,0.044464037,0.07066117,train,0.030272197,0.034890287,train,0.06833795,0.0524919,0.07153416
3216,train,0.09905972,0.12838265,valid,0.16980219,0.17508534,train,0.11212846,0.07603532,train,0.093518265,0.13405944,train,0.20943832,0.21176724,0.145066
3217,train,0.056674752,0.075390846,train,0.03447075,0.049089227,train,0.06856366,0.074998505,valid,0.026822653,0.038578957,train,0.051805165,0.038625624,0.05533663
3218,train,0.8114546,0.81842935,valid,0.7524549,0.9065699,train,0.7897322,0.7928444,train,0.90905964,0.83000875,train,0.68268305,0.7629249,0.8221555
3219,train,0.181277,0.29388392,train,0.37091732,0.32690927,valid,0.34611374,0.2394324,train,0.08901163,0.13741456,train,0.20390409,0.17912251,0.23535255
3220,train,0.048988894,0.13203084,train,0.09288261,0.11574069,train,0.2732989,0.17418961,train,0.16088608,0.22101389,valid,0.050451323,0.07072984,0.14274098
3221,train,0.034379635,0.06128924,valid,0.03499107,0.09782378,train,0.15145151,0.13007657,train,0.032887843,0.04756726,train,0.22494131,0.1581521,0.09898178
3222,train,0.099018075,0.08440425,valid,0.07244387,0.089049324,train,0.048377357,0.024043968,train,0.074964605,0.082644895,train,0.063729785,0.045348145,0.065098114
3223,train,0.009081098,0.02789228,train,0.24727207,0.18647252,valid,0.082991846,0.044464413,train,0.050192103,0.07129144,train,0.04814225,0.061948046,0.07841374
3224,valid,0.16930433,0.18899342,train,0.3864562,0.43565774,train,0.26070794,0.1741722,train,0.13732146,0.15017703,train,0.27335796,0.2617834,0.24215674
3225,train,0.03587471,0.022953376,train,0.0078901965,0.029465204,train,0.06368808,0.027789747,valid,0.021670213,0.023156986,train,0.016045867,0.010597643,0.022792593
3226,train,0.49947578,0.64078784,valid,0.5894397,0.6477508,train,0.37458715,0.45737806,train,0.413889,0.45061454,train,0.53153014,0.5127836,0.54186296
3227,train,0.101359375,0.19263104,train,0.21083225,0.1240301,train,0.2551177,0.19029123,train,0.0734854,0.17889376,valid,0.21280502,0.19161876,0.17549297
3228,train,0.24596223,0.2459169,train,0.15864243,0.26150343,train,0.46463174,0.3122608,valid,0.18494238,0.223496,train,0.3716038,0.24998999,0.25863343
3229,valid,0.013146921,0.025297122,train,0.0629932,0.06454698,train,0.045952544,0.028482182,train,0.038451258,0.05647758,train,0.08479317,0.083229706,0.051606715
3230,train,0.09733623,0.15902396,train,0.10925331,0.11077744,train,0.06860806,0.078135006,train,0.09415604,0.11978075,valid,0.046447195,0.058413953,0.10522622
3231,train,0.2033057,0.2274596,train,0.21316208,0.3441093,train,0.41096848,0.26882544,valid,0.11405434,0.116014086,train,0.50508434,0.3679348,0.26486865
3232,valid,0.14688376,0.1913435,train,0.113472894,0.15057538,train,0.14372079,0.095894046,train,0.13031936,0.15237266,train,0.07477395,0.07560669,0.13315846
3233,valid,0.055084843,0.03826712,train,0.0357873,0.04109988,train,0.0181941,0.013015564,train,0.043517213,0.04337487,train,0.050985403,0.036696948,0.034490876
3234,train,0.08894717,0.14799206,valid,0.062333953,0.13618279,train,0.057229377,0.08190216,train,0.05590928,0.052263662,train,0.09175476,0.0877145,0.101211034
3235,train,0.36025164,0.4540897,train,0.29353276,0.52747536,train,0.35054246,0.38287497,train,0.14402471,0.17016962,valid,0.55984026,0.50253165,0.40742826
3236,train,0.2213219,0.1809148,train,0.50235426,0.4517835,train,0.4419656,0.4045007,valid,0.35811326,0.25392544,train,0.28521574,0.30509385,0.31924367
3237,train,0.03211642,0.067170836,valid,0.13682622,0.25812256,train,0.072703354,0.095242515,train,0.15008496,0.14341637,train,0.16295204,0.12599002,0.13798848
3238,train,0.018164197,0.031976003,train,0.060410395,0.047349792,train,0.10118739,0.0781428,train,0.017553646,0.025463331,valid,0.042324822,0.04267694,0.04512177
3239,train,0.005745856,0.010184453,train,0.00520795,0.01563019,valid,0.029852545,0.029150655,train,0.011740141,0.017553153,train,0.01611152,0.017000763,0.017903842
3240,train,0.6317177,0.66023606,train,0.6350965,0.7112871,train,0.7394286,0.68491596,train,0.68406767,0.60013634,valid,0.47409996,0.46211952,0.623739
3241,train,0.058012024,0.045870364,train,0.094994664,0.15520687,train,0.16071057,0.0508073,train,0.13869539,0.11902603,valid,0.1948966,0.107307024,0.09564352
3242,train,0.055718884,0.0714885,valid,0.016696192,0.03803505,train,0.04775466,0.049407337,train,0.01797307,0.023353832,train,0.08323537,0.061558403,0.04876862
3243,train,0.23554684,0.26271126,train,0.12553155,0.13687919,train,0.17630544,0.08145658,valid,0.16681862,0.21184371,train,0.1282202,0.12029291,0.16263673
3244,train,0.25239527,0.4140711,train,0.47366923,0.4639959,train,0.44933885,0.39367926,train,0.10883398,0.17860176,valid,0.21232578,0.20462878,0.33099538
3245,train,0.042639833,0.07403521,train,0.08030623,0.0539829,train,0.03183312,0.01856975,valid,0.03110625,0.057095278,train,0.054190602,0.053154394,0.05136751
3246,train,0.060154296,0.02925847,train,0.019891825,0.0301467,valid,0.16747981,0.10451142,train,0.041881263,0.047132842,train,0.023962995,0.016578166,0.04552552
3247,train,0.031489097,0.07394557,train,0.13662985,0.10384555,valid,0.119215,0.07153102,train,0.07123697,0.12555529,train,0.06628757,0.059189975,0.08681349
3248,train,0.37066448,0.35723367,valid,0.40344712,0.5274738,train,0.38520175,0.2604121,train,0.2339253,0.23456024,train,0.42741743,0.37242466,0.3504209
3249,valid,0.10518062,0.09841436,train,0.082855485,0.06111111,train,0.13180757,0.07745979,train,0.053911045,0.06284244,train,0.031856354,0.02033511,0.06403256
3250,train,0.73963535,0.8270942,train,0.55491525,0.6682881,train,0.30874002,0.4084479,valid,0.4701072,0.5290251,train,0.8394212,0.8110433,0.6487797
3251,train,0.04232501,0.046905577,train,0.0420626,0.050747946,train,0.12603891,0.05346482,valid,0.043739364,0.04161967,train,0.049208257,0.041379802,0.04682356
3252,train,0.87621963,0.8880185,valid,0.85973465,0.8834429,train,0.8818183,0.89650345,train,0.96388596,0.9494071,train,0.8508897,0.85943216,0.8953608
3253,valid,0.036042213,0.061458096,train,0.20237069,0.06170918,train,0.032146785,0.018682882,train,0.03454605,0.049451765,train,0.034075275,0.034369268,0.04513424
3254,train,0.0016673219,0.0043543763,train,0.0027604222,0.013050544,valid,0.0033523855,0.004464928,train,0.015776273,0.0192078,train,0.023764538,0.0143244695,0.011080424
3255,train,0.17491765,0.25647596,train,0.048026096,0.09001198,train,0.058108043,0.066409454,train,0.030214874,0.03594206,valid,0.11722021,0.111780085,0.11212391
3256,train,0.04874834,0.10180108,valid,0.50034636,0.42005938,train,0.23785993,0.1631784,train,0.0973434,0.13014767,train,0.22824648,0.23896499,0.2108303
3257,valid,0.074595116,0.13121521,train,0.17322198,0.2879552,train,0.28733253,0.2606096,train,0.12888443,0.14961097,train,0.39428714,0.33197817,0.23227385
3258,train,0.0343273,0.047572386,train,0.041185897,0.04542788,train,0.02754466,0.025348147,valid,0.03623538,0.038729634,train,0.02979419,0.020015256,0.03541866
3259,train,0.08816309,0.07757684,train,0.0956319,0.15450232,train,0.24014795,0.16997235,train,0.15238243,0.12945274,valid,0.13536747,0.12099276,0.13049941
3260,train,0.07806455,0.070587136,valid,0.0336135,0.12619399,train,0.05646203,0.03903927,train,0.027030079,0.029994616,train,0.046873122,0.03187966,0.059538938
3261,valid,0.15826774,0.19208303,train,0.13147949,0.15672214,train,0.17548117,0.11406672,train,0.1508579,0.15401593,train,0.1484461,0.13397469,0.1501725
3262,train,0.006587596,0.0169292,valid,0.020570487,0.0692942,train,0.035035796,0.03913719,train,0.034458265,0.049834985,train,0.034061585,0.033917766,0.04182267
3263,train,0.040252622,0.06417389,train,0.100813314,0.08704586,valid,0.019722829,0.0152738895,train,0.02684354,0.05583746,train,0.029374836,0.02415426,0.049297072
3264,train,0.023437575,0.04956062,train,0.031988066,0.037775356,train,0.00816948,0.011735932,train,0.022356536,0.029799456,valid,0.07167456,0.04312419,0.03439911
3265,train,0.058071457,0.14408763,train,0.17446564,0.12859984,train,0.045825224,0.026195832,train,0.06474974,0.122036085,valid,0.0687826,0.07828931,0.09984173
3266,valid,0.04728999,0.08927567,train,0.04833558,0.06872793,train,0.011997512,0.02087176,train,0.026563467,0.03495141,train,0.026211094,0.031620722,0.0490895
3267,train,0.43057626,0.50033957,train,0.51018864,0.40532923,valid,0.5768395,0.43811768,train,0.5171217,0.41972968,train,0.39004368,0.35913503,0.4245302
3268,train,0.039004013,0.052594144,valid,0.03664168,0.04185654,train,0.03010447,0.03482192,train,0.010010457,0.014625631,train,0.032157693,0.033011,0.03538185
3269,train,0.05187948,0.07026392,train,0.049526677,0.057234187,train,0.02710115,0.03182931,valid,0.028216174,0.03464235,train,0.12823644,0.0711199,0.053017933
3270,train,0.0893879,0.099503875,train,0.09353204,0.10416883,valid,0.08399806,0.040491357,train,0.08781195,0.109429605,train,0.14983296,0.0825588,0.087230496
3271,train,0.02232545,0.055835947,train,0.15492469,0.08182545,train,0.046398174,0.04184235,train,0.031518634,0.056143742,valid,0.044888448,0.060994018,0.0593283
3272,valid,0.055192724,0.055821545,train,0.10534887,0.09646614,train,0.10297014,0.049910896,train,0.06430819,0.06660351,train,0.02897382,0.024810705,0.058722563
3273,train,0.05356825,0.061572168,train,0.11475338,0.17158334,train,0.099854365,0.060626008,valid,0.14606506,0.111098066,train,0.1314531,0.10339352,0.10165461
3274,train,0.11377748,0.1262228,train,0.20783374,0.18028468,valid,0.51818985,0.35059062,train,0.19148469,0.15591148,train,0.30554435,0.2040327,0.20340843
3275,valid,0.062900856,0.14603902,train,0.121588856,0.13915634,train,0.043604698,0.029643835,train,0.057959195,0.09130527,train,0.065963306,0.04774567,0.09077802
3276,train,0.010192296,0.019726729,train,0.01508843,0.018442458,train,0.009805617,0.01362902,valid,0.0067983014,0.008863932,train,0.0113372365,0.010287884,0.014190005
3277,train,0.04064736,0.060146477,train,0.045019194,0.062176112,train,0.060738992,0.05982732,valid,0.06033198,0.071446195,train,0.083221905,0.05728707,0.062176637
3278,valid,0.028190754,0.09655549,train,0.112391725,0.2091802,train,0.25691855,0.2415452,train,0.1298502,0.0994176,train,0.19390415,0.15416369,0.16017243
3279,valid,0.09533892,0.21599567,train,0.28965557,0.30446714,train,0.09022393,0.08408898,train,0.052942384,0.07861913,train,0.29022747,0.1718639,0.17100696
3280,train,0.015068763,0.033390887,train,0.029960942,0.04177623,train,0.018776834,0.020620415,valid,0.030082574,0.03378864,train,0.030534402,0.02410622,0.03073648
3281,valid,0.6462102,0.59347314,train,0.3740273,0.51699674,train,0.6357355,0.58930695,train,0.31130853,0.18044978,train,0.20592915,0.26526716,0.42909876
3282,train,0.51633847,0.61870056,train,0.30115518,0.43399215,train,0.409412,0.45105037,train,0.44213623,0.4203888,valid,0.5230437,0.462446,0.47731557
3283,train,0.30751735,0.37784696,valid,0.24913724,0.45640486,train,0.4993036,0.41626015,train,0.08705809,0.15608604,train,0.51432836,0.44349712,0.37001905
3284,train,0.10479563,0.1830016,train,0.094156735,0.12161389,train,0.079943776,0.10017985,valid,0.118197724,0.14033177,train,0.27437815,0.18658221,0.14634188
3285,train,0.3846147,0.499245,train,0.5794731,0.767451,train,0.39741573,0.31278914,valid,0.14751998,0.27150765,train,0.6001093,0.5638798,0.48297453
3286,train,0.08392766,0.15638608,train,0.34042183,0.28154272,train,0.20964476,0.14865752,train,0.09058514,0.1739887,valid,0.18044162,0.16683093,0.18548119
3287,train,0.29078558,0.26564255,train,0.03317582,0.049400605,train,0.110077575,0.054314975,train,0.0295585,0.03425711,valid,0.050269343,0.036022354,0.08792752
3288,valid,0.0193422,0.037995744,train,0.066552185,0.042996984,train,0.020726334,0.015368357,train,0.046346508,0.07164136,train,0.018256623,0.022937352,0.038187962
3289,train,0.0185277,0.022737982,train,0.04488594,0.052955244,train,0.16415687,0.07895938,train,0.038272426,0.037399516,valid,0.029213047,0.025846034,0.04357963
3290,train,0.016621672,0.034222428,train,0.07382782,0.07970554,train,0.04134827,0.023921313,train,0.05125253,0.07562837,valid,0.059099957,0.04444393,0.051584315
3291,train,0.05551661,0.0994733,train,0.11033272,0.0921712,train,0.12968996,0.11135218,valid,0.035369355,0.06061156,train,0.03839469,0.0456079,0.08184323
3292,train,0.08994019,0.11692329,valid,0.09304485,0.11523161,train,0.07923026,0.07606521,train,0.15951143,0.16035958,train,0.20457032,0.15971808,0.12565956
3293,train,0.10031686,0.050805923,train,0.17364524,0.13802934,train,0.18655473,0.067871965,valid,0.09738844,0.10185346,train,0.091218516,0.07443489,0.08659911
3294,train,0.011506088,0.021915164,train,0.024497345,0.020665286,valid,0.020297464,0.010098668,train,0.021050131,0.033029955,train,0.0067973095,0.00571737,0.018285286
3295,train,0.01506502,0.028696433,valid,0.11582408,0.03546713,train,0.07261861,0.04524685,train,0.030398011,0.049328886,train,0.010143742,0.011804952,0.03410885
3296,train,0.0660704,0.109575815,train,0.03931249,0.06667123,valid,0.02167039,0.024196057,train,0.04849641,0.05913063,train,0.019608052,0.026906041,0.057295956
3297,train,0.15003334,0.15547623,train,0.080828555,0.102488995,valid,0.29752487,0.23878136,train,0.09183458,0.103690416,train,0.0690139,0.06538815,0.13316503
3298,train,0.09564665,0.109192386,valid,0.14055033,0.11506518,train,0.09774982,0.04624745,train,0.026867924,0.04215391,train,0.019587906,0.021519385,0.06683566
3299,train,0.21463801,0.38753647,train,0.3873467,0.4431356,train,0.52986246,0.35267153,train,0.158223,0.29237533,valid,0.096128,0.10204715,0.31555322
3300,train,0.04233041,0.07964621,valid,0.0761387,0.058633175,train,0.095345885,0.039531175,train,0.04536616,0.07800994,train,0.042694494,0.035371415,0.05823838
3301,train,0.23401454,0.16876867,train,0.082705975,0.12096177,train,0.25617155,0.23380163,valid,0.08868799,0.08899108,train,0.15461431,0.11171349,0.14484732
